akk;en
nan;29. 3rd barsud.
     bar-sud 3-kam-ma-am3  sipad gen6-ne šul zid ^d-utu-gin7   ^d-šu-i3-li2-šu nun me ul pa e3 ^d-a-nun-na-ke4-ne  ^d-nergal e-ne-ra ḫul-du-ni zar-re-eš sal-mu-na-ab  ^d-šu-i3-li2-šu za-a-ar nir ḫu-mu-u8-de3-ĝal2 ḫul2-la ḫu-mu-di-ni-ib-tum2  sipad ḫa-ba-du ^d-utu-gin7 uĝ3-ba mu-ni ḫe2-em-mi-i-i  ^d-šu-i3-li2-šu kur-kur uĝ3 lu-a zi-ni ḫe2-em-mi-ib2-aĝ2 ; Shepherd who organises, giving just verdicts like the noble youth Utu! Nergal, pile up his malefactors in heaps for him, for Šu-ilīšu, the prince who displays lasting divine powers among the Anuna gods! May Šu-ilīšu rely on you, may he be made joyful by you! May he walk as the shepherd whose name is extolled among this people like that of Utu! May all lands and the teeming people bless the life of Šu-ilīšu!
nan;36. Barsud.
     bar-sud-da-am3 ; Nergal, may you be the trust of prince Šu-ilīšu until distant days!
 ^d-nergal nun ^d-šu-i3-li2-šu ĝiškim-til3-la-ni ud su3-ra2-še3 ḫe2-me-en ;38. Ĝišgiĝal and its sa-gida.
     ĝiš-gi4-ĝal2 sa-gid2-da-bi-im  en kur gal-la niĝ2 ul4-le-eš-e ak u3-ma ḫuš erim2 dub2^?--bu  ^d-nergal dub-bu dili-e-bi nu-še-ga  ni2 er9-e-ne  en nir-ĝal2 meš3 ^d-nu-nam-nir-ra u3-tud-da ki ĝar-ra-ni X […]  [^d-]/nergal\ šag4 mir ^d-en-lil2-la2 a sed su3  en gal ĝiri3 kur saĝ dub2-ba X X […] ĜIŠGAL-zu X-ru-uš i3-ĝal2  [^d-]/nergal\ me3-še3 gub-be2 nir saĝ il2-i  [^d-]/nergal\ ^sa-šu2-uš-gal ḫul-du šu šu2-ur gu2-erim2-ĝal2-la  ur-saĝ kur a-a-zu-še3 nu-še-ga ud ḫuš gal-bi-me-en  ^d-nergal iri-bad3 a2-dam-bi ni2 um-ši-te  am-gin7 ĝiri3-za ba-ši-gub-be2-en si gal-zu bi2-tu11  ^d-nergal šeg12-bi in-dal-gin7 an-na um-mi-gu7  ^d-nergal u3-mun-bi šeĝ14-gin7 sur3-sur3-ra i-ni-in-de2  uĝ3 gu2-erim2-ma u8 i-ne2-ĝar zi šar2 kar i3-bi2-dug4 ; Lord of the underworld, who acts swiftly in everything, whose terrifying anger smites the wicked, Nergal, single-handed crusher, who tortures the disobedient -- the powerful ones, fearsome terror of the Land, respected lord and hero, established offspring of Nunamnir ……! Nergal, who sprinkles cool water on the angry heart of Enlil, great lord ……! Nergal, standing ready for battle, superior with head lifted high, lord who overpowers all the wicked like a lion, ……, unwilling to turn back at the door-pivot! Nergal, great battle-net for malefactors, covering all enemies! Warrior, you are a great and furious storm upon the land which disobeys your father! Nergal, you terrify the walled cities and the settlements as you stand in your path like a wild bull, smiting them with your great horns! Nergal, you have consumed their brickwork as if it were chaff in the air. When you lift your furious face, no one dare look at it. When you have …… {in the Land} { among that people}, Nergal, you pour their blood down the wadis like rain. You afflict all the wicked peoples with woe, and deprive all of them of their lives.
 ^d-nergal šul za-a-da kar-bi ar2-zu ši-im-galam-e  en šu ĝar ^d-en-lil2-la2 mu-u8-gi šag4 a-a-na mu-un-sed  ^d-nergal kalag-ga dumu kur gam ^d-nu-nam-nir-ra-kam  sipad an-ne2 uĝ3 šar2-ra pad3-da šul zid il2 kur gal-la  ^d-šu-i3-li2-šu šu-luḫ pa e3 ak-de3 ^d-nin-lil2-le tud-da  ḫu-mu-un-taḫ-e šen-šen me3-a ĜIRI3 ĝiš ĝiš-e la2-a  ^d-nergal e-ne-ra ḫul-du-ni sim^mušen--gin7 za-e ur4-ur4-u4-mu-na-ab  kur nu-še-ga-na u18-lu ḫuš bi2-dul ĝiš-gaz-bi ḫe2-me-en  ^d-šu-i3-li2-šu du6-ul-mu-na-ab iri e-ne-še3 nu-ĝal2 ;" Youthful Nergal, those who are saved with your help magnify you with praise! Lord, you have avenged Enlil! He has calmed the heart of his father! Nergal the strong, son who subdues the foreign lands for Nunamnir: may you assist in battle, furious fight and combat the shepherd whom An has chosen among the numerous people, the good and exalted youth of the Great Mountain  -- Šu-ilīšu, who publicly performs the purification rites, born of Ninlil! Nergal, catch his malefactors for him like swallows! You cover the land which is disobedient to him with a raging storm; may you be the weapon of slaughter! Heap up in piles for Šu-ilīšu the inhabitants of the city that does not support him."
nan;63. Sa-ĝara.
     sa-ĝar-ra-am3  en er9 a-a ugu-na nam-nir-ĝal2 šum2-ma  ^d-nergal en ^d-nu-nam-nir-re nam-nir-ĝal2 šum2-ma  ^d-šu-i3-li2-šu zi su3-ud-ĝal2 nam-til3-la-ni eš3 e2-meš3-lam-ma ul-še3 ša-mu-ra-ab-mu2-mu2 ; Powerful lord of his own father, entrusted with authority, Nergal, the lord whom Nunamnir has entrusted authority! Šu-ilīšu will forever pray to you in the shrine E-mešlam for his long life and good health.
nan;67. Its uru.
     u18-ru12-bi-im ;68. An adab of Nergal.
 […] me maḫ AN […]  […] ^d-šu-i3-li2-šu nam X […] ud ḫa-ba-ni-X-[su3-ud] ; …… august divine powers ……. May …… prolong …… for Šu-ilīšu.
nan;3. Its uru.
     [u18]-/ru12\-bi-im ;4. An adab of ……. 
 [nu-u8]-/gig\ an-ta e3-a-ra [silim]-ma ga-na-ab-be2-en  [nin] gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  izi-ĝar kug an-e si-a-ra  su3-ra2-aĝ2 ^d-inana-ra ud-gin7 zalag-ge-ra  nin gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  nu-u8-gig nin ni2 gur3-ru ^d-a-nun-na-ke4-ne  nir-ĝal2 an ki si gal si-a  dumu gal ^d-suen-na ^d-inana-ra silim-ma ga-na-ab-be2-en  nam-maḫ-a-na nam-gal-la-na nam-nir-ĝal2 buluĝ3-ĝa2-na  an-usan^an--na dalla e3-a-na  izi-ĝar kug an-e si-a-na  ^d-nanna ^d-utu-gin7 an-na gub-ba-na  sig-ta igi-nim-še3 kur-kur-ra zu-am3  nu-u8-gig an-na-ka nam-gal-la-na  in-nin9-ra šir3-re-eš ga-na-ab-be2-en ;" I shall greet her who ascends above, her who ascends above, I shall greet the Mistress who ascends above, I shall greet the great lady of heaven, Inana! I shall greet the holy torch who fills the heavens, the light, Inana, her who shines like daylight, the great lady of heaven, Inana! I shall greet the Mistress, the most awesome lady among the Anuna gods; the respected one who fills heaven and earth with her huge brilliance; the eldest daughter of Suen, Inana! For the young lady I shall sing a song about her grandeur, about her greatness, about her exalted dignity; about her radiantly ascending at evening; about her filling the heaven like a holy torch; about her stance in the heavens, as noticeable by all lands, from the south to the highlands, as that of Nanna or of Utu; about the greatness of the mistress of heaven!"
nan;17. 1st kirugu.
     ki-ru-gu2 1-a-kam ; Her rising is that of a warrior.
 e3-a-ni ur-saĝ-am3 ;19. Ĝišgiĝal.
     ĝiš-gi4-ĝal2-bi-im  an-na nam-mi-in-gub u3-sumun2 zid an-na-kam  ki-a nir mi-ni-in-ĝal2 nin kur-kur-ra-kam  abzu eridug^ki--ga me šu ba-ni-in-ti  a-a-ni ^d-en-ki-ke4 saĝ-e-eš mu-ni-in-rig7  nam-en nam-lugal-la šu-ni-še3 mu-u8-ĝar  an-da barag gal-la dur2 mu-da-an-ĝar  ^d-en-lil2-da kalam-ma-na nam mu-un-di-ni-ib-tar-re  itid-da ud-sakar-ra me šu du7-du7-de3  diĝir kalam-ma-ke4 gu2 mu-na-an-si-si-iš  ^d-a-nun-na gal-gal im-ši-gam-e-de3-eš  sizkur a-ra-zu-a ši-im-ma-sug2-sug2-ge-eš  nam-šita kur-kur-ra mu-na-da-ab-be2-ne  nin-ĝu10   [^d-inana-ke4] ka-aš bar kalam-ma ^d-en-lil2-[da] i3-bar-[re]  saĝ gig2-ga-ni igi-ni-še3 i3-dib-be2 ;" When standing in the heavens she is the good wild cow of An, on earth she instils respect; she is the lady of all the lands. She received the divine powers in the abzu, in Eridug; her father Enki presented them to her. He placed the lordship and kingship in her hands. She takes her seat on the great dais with An; she determines the fates in her Land with Enlil. Monthly, at the new moon, the gods of the Land gather around her so that the divine powers are perfected. The great Anuna gods, having bowed before them, stand there with prayers and supplications and utter prayers on behalf of all the lands. My lady decrees judgments in due order for the Land. { Inana decides verdicts for the Land together with Enlil.} Her black-headed people parade before her."
nan;34. 2nd kirugu.
     ki-ru-gu2 2-kam-ma-am3  ^ĝiš-al-ĝar kug-ga-ke4 šu mu-na-tag-ge  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  ub3 kug li-li-is3 kug šu mu-na-tag-ge  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  balaĝ kug li-li-is3 kug šu mu-na-dar-e  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nam-[maḫ-a-na nam]-gal-a-na  nam-nir^!--[ĝal2] /buluĝ3\-a-na  an-u2-sa11-/an-na\ dalla e3-a-ra ; Making silver alĝar instruments sound for her, they parade before her, holy Inana. I shall greet the great lady of heaven, Inana! Making holy ub and holy lilis drums sound for her, they parade before her, holy Inana. I shall greet the great lady of heaven, Inana! Beating holy balaĝ and holy lilis drums for her, they parade before her, holy Inana. I shall greet { in her grandeur, in her greatness, in her exalted dignity as she ascends radiantly at evening,} {the eldest daughter of Suen} { the great lady of heaven}, Inana!
nan;44. 3rd kirugu.
     ki-ru-gu2 3-kam-ma-am3  saĝ-ur-saĝ-e-ne suḫ mu-na-an-dub-dub-bu-uš  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  gu2-bar niĝ2-dara2 gun3 mu-na-an-gun3-gun3-ne-eš  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  kuš nam-diĝir-ra su-bi-a mu-un-ĝal2  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  balaĝ niĝ2 sed-de3 ba-KU-a zag mi-ni-ib-gub-gub-be2  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  ^tug2-niĝ2-la2 a2 me3 da-da-ra-še3 mu-dug4  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  ĝiš-gid2-da a2 me3 šu-bi-a mu-un-ĝal2  kug ^d-inana-ra igi-ni-še3 i3-dib-be2 ;" Tightening their hairgrips for her, male prostitutes parade before her, holy Inana. Their locks of hair at the back are adorned for her with coloured rags ; they parade before her, holy Inana. Clothed in the leather of divinity, they parade before her, holy Inana. The trustworthy {man} { king} and the proud lady, the doyenne of the great wise women, parade before her, holy Inana. Those who are in charge of beating the soothing balaĝ drums parade before her, holy Inana. Each girded with a sword belt, the strength of battle, they parade before her, holy Inana. Grasping a spear, the strength of battle, in their hands, they parade before her, holy Inana."
nan;59. 4th kirugu.
     ki-ru-gu2 4-kam-ma-am3  a2 zid-da-bi tug2 nitaḫ2 bi2-in-mur10  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  a2 gab2-bu-bi-a tug2 nam-munus mu-ni-si-ig  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin gal an-na ^d-inana-ra silim-ma ga-na-ab-be2-en  ešemen2 gu-du gun3-a a-da-min3 mu-na-e  kug inana-ra igi-ni-še3 i3-dib-be2 ; Dressed with men's clothing on the right side, they parade before her, holy Inana. I shall greet the great lady of heaven, Inana! Adorned with women's clothing on the left side, they parade before her, holy Inana. I shall greet the great lady of heaven, Inana! Competing with skipping ropes of coloured cords for her, they parade before her, holy Inana. I shall greet {the eldest daughter of Suen} { the great lady of heaven}, Inana!
nan;69. 5th kirugu.
     ki-ru-gu2 5-kam-ma-am3  ĝuruš ^ĝiš-rab3 ĝar-ra mu-na-šir3-šir3-re-eš  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  ki-sikil šu-gi4-a saĝ-ki gu2 la2-e  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  ĝiri2 ba-da-ra igi-ni-še3 UR X X ZA X  kug ^d-inana-ra igi-ni-še3 i3-[dib-be2]  kur-ĝar-ra ed3-da ba-da-ra šu bi2-in-du8-uš  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  ĝiri2 uš2 dul4-dul4-e urin i3-su3-e  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  barag gu2-en-na-ka uš2 i3-bal-bal-e  tigi šem3 ^kuš-a2-la2-e gu3 nun mu-ni-ib-be2 ; Young men wearing neck-stocks sing to her and parade before her, holy Inana. Young women, šugia priestesses, coiffured, parade before her, holy Inana. …… sword and dagger for her, they parade before her, holy Inana. With daggers in their hands, …… kurĝara priests parade before her, holy Inana. Those who cover their swords with gore spatter blood as they parade before her, holy Inana. Blood is poured on the dais standing in the guena hall, as tigi, šem and ala drums are made to sound loudly.
 nu-u8-gig an sikil-la dili-ni nam-mi-in-gub  nin-ĝu10 an-šag4-ta u6 dug3-ge-eš im-me  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin an-usan-na ^d-inana maḫ-am3  ki-sikil ^d-inana me-teš2 mu-e-i-i ; The Mistress stands alone in the pure heavens. From the midst of heaven my lady looks with joy at all the lands and the black headed people, who are as numerous as {sheep} { ewes}. { They parade before her, holy Inana.} I praise the lady of the evening, Inana, the august one, the young lady, Inana. {The lady of the evening reaches the borders of heaven!} { The lady exalted as high as the heaven, Inana, is august!}
nan;88. 6th kirugu.
     ki-ru-gu2 6-kam-ma-[am3]  an-usan-na mul /dalla\ [e3-a ^mul-dili-bad] ud gal an kug-[ge si-a]  nin an-usan-na ur-saĝ-ĝa2 an-ta nam-ta-[an-e3]  uĝ3-e kur-kur-ra igi mu-un-ši-ib-il2-il2-i  nitaḫ2 mu-un-sikil-e munus mu-un-zalag-/ga\  gud-de3 ^ĝiš-šudul-bi-a saĝ mu-ni-ib-bal-e  udu-bi amaš-bi-a saḫar mu-na-an-dub-dub-bu-uš  maš2-anše lu-a ^d-šakkan2-na niĝ2-zi-ĝal2 edin-na  pu2-^ĝiš-kiri6 mu2-sar ĝiš-gi sig7-ga  ku6 engur-ra-ke4 mušen an-na-[ke4]  nin-ĝu10 ki-nu2-bi-še3 ĝiri3 [mu-ni]-ib-ul4-e  zi-ĝal2 uĝ3 lu-a dub3 mu-un-ši-gam-e  nin-ĝu10 gu3 de2-a bur-šu-ma-e-ne  gu7 naĝ gal-gal-e niĝ2 mi-ni-ib-gu-ul-gu-ul-lu-ne  nin-ĝu10 kalam-ma-na ni2 mu-ni-ib-te-en-ten  ešemen kalam-ma ezem-ma du3-du3  šul-e nitalam-a-ni šag4 ša-mu-un-di-ni-ib-kuš2-u3 ; When at evening, the radiant star, the Venus star, the great light which fills the holy heavens, the lady of the evening, ascends above like a warrior, the people in all the lands lift their gaze to her. The men purify themselves, the woman cleanse themselves. The oxen toss their heads in their yoke. The sheep stir up dust in their pens. Because of my lady, the numerous beasts of Šakkan, the creatures of the plain, the four-legged animals {under the broad heavens} { of the broad high plain}, the orchards and gardens, the plots, the green reedbeds, the fish of the deep, the birds of heaven, all hasten to their sleeping places. All the living creatures and the numerous people bend the knee before her. When called for by my lady, the matriarchs plentifully provide food and drink, and my lady refreshes herself in her Land. There is play in the Land, which is made festive. The young men take pleasure in their spouses.
 nin-ĝu10 an-šag4-ta u6 dug3-ge-eš im-me  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin an-usan-na ^d-inana maḫ-/am3\  ki-sikil ^d-inana me-teš2 mu-e-i-i  nin an-usan-na an-zag-še3 maḫ-/am3\ ;" From the midst of heaven my lady looks down with joy. They parade before her, holy Inana. The lady of the evening, Inana, is august; I praise the young lady, Inana. The lady of the evening, her grandeur reaches the borders of heaven!"
nan;111. 7th kirugu.
     ki-ru-gu2 7-kam-ma-am3  an-zib2-ba zag ḫi-li an-na me-te an daĝal-la  ĝi6 u3-na iti6-gin7 mu-un-e3  an-bar7-gana2 ud-ud-gin7 mu-un-e3  ama5 kalam-ma-ka u2 dug3 ĝar-ra-ba  kur-kur saĝ gig2 uĝ3 gu2 si-a-ba  ama5 kalam-ma-ka du8-du8 ĝar-ra-ba  ur3-ra nu2-a bad3-da nu2-a  [X X] KA-KA mu-na-an-sug2-ge-eš inim-bi mu-na-an-tum3-uš  ud-bi-a inim mu-ni-in-zu erim2-du mu-ni-in-zu  erim2-du di erim2 ba-ab-šum2-mu ḫul-ĝal2 mu-un-gul-le   igi zid mu-un-ši-bar nam dug3 mi-ni-in-tar ;" At night the skilled and beautiful one , the joy of An, the ornament of broad heaven, appears like moonlight; in the heat of the noon she appears like sunlight. After the storehouses of the Land have been filled with fine food, and all the lands and the black-headed people have assembled, { and the storehouses of the Land have been made full ,} those who sleep on the roofs and those who sleep by the walls step up before her with …… and bring her their cases. Then she makes her orders known, and identifies the evil. She judges the evil as evil and destroys the wicked. She looks with favour on the just and determines a good fate for them."
 nin-ĝu10 an-šag4-ta u6 dug3-ge-eš im-me  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin an-še3 la2-a ^d-inana maḫ-am3  ki-sikil ^d-inana me-teš2 mu-e-i-i  nin an-še3 lu-a an-zag-še3 maḫ-am3 ; From the midst of heaven my lady looks down with joy. They parade before her, holy Inana. The lady exalted as high as the heaven, Inana, is august! I praise the young woman, Inana. The lady exalted as high as the heaven, her grandeur reaches the borders of heaven.
nan;127. 8th kirugu.
     ki-ru-gu2 8-kam-ma-am3  nin sag9 ḫi-li an-na ur-saĝ-am3 an-ta nam-ta-an-e3  zag-si an-na-ka ḫe-du7 am3-mi-in-gur3-ru  an-da ki maḫ-a-na šag4 mu-un-di-ni-ib-kuš2-u3 ; The beautiful lady, the joy of An, has ascended above like a warrior. She carries there what befits the …… of heaven. She takes counsel with An in his lofty place. Among {youths and heroes} { heroic youths}, may she be alone chosen!
nan;132. Ĝišgiĝal.
     ĝiš-gi4-ĝal2-bi-im ; She is mighty, she is respected, she exalted, she is august and great, she is surpassing in youthfulness.
 kalag-ga-am3 nir-ĝal2-am3 buluĝ3-ĝa2-am3 maḫ gal-la-am3 nam-šul-am3 dirig-ga-am3 ;134. Šagbatuku.
     šag4-ba-tuku-am3  nin u6 di kalam-ma mul dili ^mul-dili-bad  nin an-še3 la2-a ur-saĝ-ĝa2 an-ta nam-ta-an-e3  kur-kur-re mu-un-ši-ḫu-luḫ-e X X  uĝ3 saĝ gig2-ga zid gu2 mu-un-na-an-ĝar  šul kaskal-la du ḫar-ra-an mu-un-na-ĝa2-ĝa2  gud-de3 ^ĝiš-šudul-bi-a saĝ mu-ni-ib-il2  i-lu šir3 gud sub2-sub2-ba edin-na [… dug4]  engar an im-du u3-a mu-un-[…]  gud-de3 ^ĝiš-šudul-bi-še3 kalam-ma X […]  ama5 kalam-ma-ka niĝ2 mu-un-da-lu-lu ; As the lady, admired by the Land, the lone star, the Venus star, the lady elevated as high as the heaven, ascends above like a warrior, all the lands tremble before her ……. The faithful black-headed people bow to her. The young man travelling on the road directs himself by her. The oxen raise their heads in their yoke to her. { The melody of the song of those tending the cattle resounds …… on the plain. The farmer …… the cattle …… their yoke in the Land.} With her the storehouses of the Land prosper.
 kug ^d-inana-ra ĝiri3 mu-un-ši-ib-ul4-e  nin-ĝu10 an-šag4-ta dug3-ge-eš ḫu-mu-un-ĝa2-ĝa2  edin-na ki sikil-ba ki sag9-ga-bi  ur3-re ur3-bad3-da ur3-bad3 dur2-ra-ka  ki-šu-tag nam-lu2-ulu3-ka  na-izi sig9 tir šim ^ĝiš-erin-na-gin7 mu-na-ab-us2  ^udu-a-lum udu zulumḫi udu niga ĝiš mu-ni-ib-tag-ge ; Everybody hastens to holy Inana. For my lady in the midst of heaven the best of everything is prepared . In the pure places of the plain, at its good places, on the roofs, on the rooftops, the rooftops of the dwellings , in the sanctuaries of mankind, incense offerings like a forest of aromatic cedars are transmitted to her. They sacrifice alum sheep, long-haired sheep, and fattened sheep for her. They purify the earth for the Mistress, they {carry out purification rites for her} { celebrate her in songs}.
" i3-nun zu2-lum ga-ar3 niĝ2-sa-ḫa 7-bi  ^ĝiš-banšur kalam-ma-ka nesaĝ mu-na-ab-si  kurun gig2 mu-na-ra-de2  kurun babbar mu-na-ra-de2  kurun gig2 &amp;kaš;ulušin  nin-ĝu10-ra &amp;kaš;ulušin  ^dug-šag4-gub ^dug-lam-sa2-ri du-bu-ul-da-ba-al mu-un-da-ab-za  šu-tu-bu-ur lal3 i3-nun-ta šar2-ra  ku-bu-ul-lum i3-nun-[ta šar2-ra]  ^ninda-gug2-e lal3 zu2-lum-ma ninda mu-na-ab-ak-e  kurun ud zal-la eša zid2 lal3-a  lal3 ĝeštin ud e3-a mu-na-ab-bal-bal-e  diĝir lu-u18-lu gu7-a naĝ-a-da ša-mu-un-na-an-sug2-sug2-ge-eš "; They fill the tables of the Land with ghee, dates, cheese, and seven sorts of fruits as first-fruit offerings for her. They pour dark beer for her, they pour light beer for her. Dark beer, emmer beer, and emmer beer for my lady bubble in the šagub jar and the lamsari vat for her. From pastes of honey mixed with ghee { From …… mixed with ghee}, they bake date-syrup cakes for her. They pour out early-morning beer, flour, flour in honey, honey, and wine of sunrise for her. The personal gods of the people also attend upon her with food and drink. {They provide the Mistress with food in the holy place, the pure place.} { They purify the earth for the Mistress, they celebrate her in songs.}
 nin-ĝu10 an-šag4-ta u6 dug3-ge-eš im-me  kug ^d-inana-ra igi-ni-še3 i3-dib-be2  nin an-še3 la2-a ^d-inana maḫ-am3  ki-sikil ^d-inana me-teš2 mu-e-i-i  nin an-še3 la2-a an-zag-še3 maḫ-am3 ; From the midst of heaven my lady looks down with joy. They parade before her, holy Inana. Inana, the lady exalted as high as the heaven is august! I praise the young lady, Inana. The lady exalted as high as the heaven, her grandeur reaches the borders of heaven!
nan;168. 9th kirugu.
     ki-ru-gu2 9-kam-ma-am3  e2-gal e2 na de5 kalam-ma-ka ^ĝiš-rab3 kur-kur-ra-kam  e2 ^d-id2-lu2-ru-gu2 saĝ gig2-ga uĝ3 gu2 si-a-ba  ^d-nin-e2-gal-la-ra barag mu-na-an-ri  lugal diĝir-am3 šag4-bi-a mu-un-da-an-til3  ud saĝ zid-de3 igi kar2-kar2-de3  ud nu2-a me šu du7-du7-de3  zag-mu ud ĝarza-ka  nin-ĝu10-ra ki-nu2 ba-da-an-ĝar  ^u2-numun2-bur2^sar- šim ^ĝiš-erin-na-da mu-un-sikil-e-ne  nin-ĝu10 ki-nu2-bi-še3 mu-na-ab-ĝa2-ĝa2-ne  bar-ba ^tug2-niĝ2-barag2-ge  ; When the black-headed people have assembled in the palace, the house that advises the Land, the neck-stock of all the foreign countries, the house of the river of ordeal, a dais is set up for Ninegala. The divine king stays there with her. At the New Year, on the day of the rites, {in order for her to determine the fate of all the countries} { in order for the life of all the countries to be attended to}, so that during the day the faithful servants can be inspected, so that on the day of the disappearance of the moon the divine powers can be perfected, a bed is set up for my lady. Esparto grass is purified with cedar perfume and arranged on that bed for my lady, and a coverlet is smoothed out on the top of it.
 ^tug2-niĝ2-barag2 šag4 ḫul2-la ki-nu2 dug3-dug3-ge-da  nin-ĝu10 ur2 kug-ge a mi-ni-in-tu5-tu5  ur2 lugal-la-še3 a im-ma-tu5-tu5  kug ^d-inana-ke4 naĝa im-ma-an-su-ub-be2  i3 šim ^ĝiš-erin-na ki am3-sud-e ;" In order to find sweetness in the bed on the joyous coverlet, my lady bathes her holy thighs. She bathes them for the thighs of the king; {she bathes them for} { with head held high she goes to} the thighs of Iddin-<span class=""proper"">Dagan</span>. Holy Inana rubs herself with soap; she sprinkles oil and cedar essence on the ground."
 lugal ur2 kug-še3 saĝ il2-la mu-un-ĝen  ur2 ^d-i-din-^d-da-gan-še3 saĝ il2-la mu-un-ĝen  ur2 ^d-inana-ka-še3 saĝ il2-la mu-un-ĝen  ^d-ama-ušumgal-an-na ki-nu2 mu-un-da-ab-ak-e  nin-e ur2 kug-ga ki-nu2 mi-ni-in-sug4-ga-ta  kug ^d-inana-ke4 ur2 kug-ga ki-nu2 mi-ni-in-sug4-ga-ta  ki-nu2-a-na šag4 ša-mu-un-di-ni-ib-kuš2-u3  ^d-i-din-^d-da-gan-na ki aĝ2-ĝu10 ḫe2-me-en ;" The king goes to her holy thighs with head held high, { she goes to the thighs of Iddin-<span class=""proper"">Dagan</span>,} he goes to the thighs of Inana with head held high. Ama-ušumgal-ana lies down beside her and {caresses her holy thighs} {  ""O my holy thighs! O my holy Inana!""}. After the lady has made him rejoice with her holy thighs on the bed, after holy Inana has made him rejoice with her holy thighs on the bed, she relaxes with him on her bed: ""Iddin-<span class=""proper"">Dagan</span>, you are indeed my beloved!"""
 ne-saĝ sig10-ga-še3 šu-luḫ ĝar-ĝar-ra-še3  na-izi sig9-ga-še3 na li mu2-a-še3  nidba sug2-ga-še3 bur sug2-sug2-ga-še3  e2-gal-maḫ-a-ni-a im-ma-da-an-ku4-ku4  nitalam ki aĝ2-ĝa2-ni gu2-da mu-ni-in-la2  kug ^d-inana-ke4 gu2-da mu-ni-in-la2  lugal ^d-utu-gin7 zag-ge4 mu-di-ni-ib-sig9 ; To pour libations, to carry out purification rites, to heap up incense offerings, to burn juniper, to set out food offerings, to set out offering-bowls, he goes into her Egal-maḫ. She embraces her beloved spouse, holy Inana embraces him. She shines like daylight on {the great throne dais} { the throne at one side } and makes the king position himself next to her like the sun.
 ḫe2-ĝal2 giri17-zal-e nam-ḫe2-a igi-ni-še3   ĝišbun niĝ2 dug3-ga mu-un-na-an-ni-ĝal2  saĝ gig2-ga igi-ni-še3   ĝiš-gu3-di ulu3-ta eme ĝar-ra  ^ĝiš-al-ĝar gu3 dug3-ga e2-gal me-te-bi  ^ĝiš-za3-mi2 ki ur5 sag9-ge nam-lu2-ulu3-ke4  nar-e šir3 šag4 ḫul2-la-ka-ni mu-ni-in-pad3-pad3-de3  lugal-e gu7-a naĝ-a-da šu   ^d-ama-ušumgal-an-na gu7-a naĝ-da šu   e2-gal ezem-ma-am3 lugal ḫul2-la-am3  uĝ3-e nam-ḫe2-a ud i3-zal-e-de3  ^d-ama-ušumgal-an-na ḫul2-ḫul2-e am3-gub  ^ĝiš-gu-za gi-rin-na ud ḫa-ba-ni-ib-sud-de3  barag nam-lugal-la-ka saĝ gu2 mu-ni-in-ĝal2 ; Abundance and celebration are prepared before her in plenty. He arranges a rich banquet for her. The black-headed people line up before her. With instruments loud enough to drown out the south wind-storm, with sweet sounding alĝar instruments, the glory of the palace, and with harps, the source of joy for mankind, musicians perform songs which delight her heart. The king sees to what is eaten and drunk, Ama-ušumgal-ana sees to what is eaten and drunk. The palace is in festive mood, the king is joyous. The people spend the day amid plenteousness. Ama-ušumgal-ana stands in great joy. May his days be long on the splendid throne! He proudly occupies the royal dais.
 nin-ĝu10 za3-mi2 an ki-ke4-ne za3-mi2 ma-ni-in-dug4  nu-u8-gig an ki-da tud-da-me-en  nu-u8-gig-e ki kug ki sikil-la šir3-ra mu-na-an-ĝal2  ḫi-li saĝ gig2 me-te unken-na  ^d-inana dumu gal ^d-suen-na  nin an-usan^an--na za3-mi2-zu dug3-ga-am3 ;" They praise my lady on my behalf with the hymns of heaven and earth. ""You are the Mistress born together with heaven and earth."" In the holy place, the pure place, they celebrate the Mistress in songs: ""Joy of the black-headed people, ornament of the assembly, Inana, eldest daughter of Suen, lady of the evening, your praise is good."""
